;online_transaction_flg;code;category;transaction_amt;customer_id;day_time;day_of_week;time_of_day
16717;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;400;9746964;Вторник День;2;День
16718;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;300;9746964;Вторник Вечер;2;Вечер
16719;offline;Фастфуд;Фаст Фуд;70;9746964;Вторник Утро;2;Утро
16720;offline;Фастфуд;Фаст Фуд;300;9746964;Вторник День;2;День
16721;offline;Фастфуд;Фаст Фуд;100;9746964;Вторник День;2;День
16722;online;Лимузины и такси;Транспорт;1700;9746964;Среда Утро;3;Утро
16723;online;Агентства по аренде автомобилей;Аренда авто;200;9746964;Четверг День;4;День
16724;offline;Фастфуд;Фаст Фуд;70;9746964;Четверг Утро;4;Утро
16725;offline;Фастфуд;Фаст Фуд;200;9746964;Четверг День;4;День
16726;offline;Фастфуд;Фаст Фуд;60;9746964;Четверг Вечер;4;Вечер
16727;offline;Фастфуд;Фаст Фуд;70;9746964;Четверг День;4;День
16728;online;Кинотеатры;Кино;1400;9746964;Пятница Вечер;5;Вечер
16729;offline;Кинотеатры;Кино;700;9746964;Пятница Вечер;5;Вечер
16730;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;300;9746964;Пятница День;5;День
16731;offline;Фастфуд;Фаст Фуд;70;9746964;Пятница День;5;День
16732;offline;Фастфуд;Фаст Фуд;300;9746964;Пятница День;5;День
16733;offline;Фастфуд;Фаст Фуд;100;9746964;Пятница День;5;День
16734;offline;Фастфуд;Фаст Фуд;70;9746964;Пятница Утро;5;Утро
16735;online;Фастфуд;Фаст Фуд;700;9746964;Суббота День;6;День
16736;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;200;9746964;Воскресенье День;7;День
16737;online;Фастфуд;Фаст Фуд;500;9746964;Воскресенье Вечер;7;Вечер
16738;online;Бакалейные магазины, супермаркеты;Супермаркеты;1700;9746964;Воскресенье День;7;День
16739;online;Бакалейные магазины, супермаркеты;Супермаркеты;700;9753363;Четверг Вечер;4;Вечер
16740;online;Бакалейные магазины, супермаркеты;Супермаркеты;10;9753363;Четверг Вечер;4;Вечер
16741;online;Бакалейные магазины, супермаркеты;Супермаркеты;8;9753363;Воскресенье День;7;День
16742;online;Бакалейные магазины, супермаркеты;Супермаркеты;2800;9753363;Воскресенье День;7;День
16743;offline;Фастфуд;Фаст Фуд;700;9764634;Четверг Вечер;4;Вечер
16744;offline;Места общественного питания, рестораны;Рестораны;800;9764634;Четверг Вечер;4;Вечер
16745;offline;Фастфуд;Фаст Фуд;700;9764634;Четверг Вечер;4;Вечер
16746;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;9764634;Пятница День;5;День
16747;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9764634;Суббота День;6;День
16748;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;9764634;Воскресенье День;7;День
16749;offline;Аптеки;Аптеки;800;9770619;Понедельник День;1;День
16750;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;9770619;Понедельник Вечер;1;Вечер
16751;offline;Фастфуд;Фаст Фуд;100;9770619;Понедельник Утро;1;Утро
16752;offline;Бакалейные магазины, супермаркеты;Супермаркеты;4100;9770619;Понедельник Вечер;1;Вечер
16753;offline;Фастфуд;Фаст Фуд;100;9770619;Понедельник Утро;1;Утро
16754;offline;Аптеки;Аптеки;200;9770619;Вторник День;2;День
16755;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;200;9770619;Вторник Вечер;2;Вечер
16756;offline;Фастфуд;Фаст Фуд;100;9770619;Вторник День;2;День
16757;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;9770619;Среда Вечер;3;Вечер
16758;online;Услуги отдыха — нигде более не классифицированные;Развлечения;60;9770619;Четверг Вечер;4;Вечер
16759;online;Лимузины и такси;Транспорт;300;9770619;Четверг Вечер;4;Вечер
16760;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;9770619;Пятница День;5;День
16761;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;1000;9770619;Пятница Ночь;5;Ночь
16762;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;9770619;Пятница День;5;День
16763;online;Лимузины и такси;Транспорт;500;9770619;Пятница Вечер;5;Вечер
16764;online;Лимузины и такси;Транспорт;500;9770619;Суббота Ночь;6;Ночь
16765;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;1000;9770619;Суббота День;6;День
16766;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2100;9770619;Суббота Вечер;6;Вечер
16767;offline;Фастфуд;Фаст Фуд;400;9770619;Воскресенье День;7;День
16768;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;9770619;Воскресенье День;7;День
16769;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;9778018;Вторник Вечер;2;Вечер
16770;online;Государственные услуги — нигде более не классифицированные;Госсборы;100;9778018;Среда Утро;3;Утро
16771;offline;Табачные магазины;Разные товары;900;9778018;Четверг Утро;4;Утро
16772;offline;Табачные магазины;Разные товары;400;9778018;Четверг Утро;4;Утро
16773;offline;Табачные магазины;Разные товары;100;9778018;Четверг Вечер;4;Вечер
16774;offline;Бакалейные магазины, супермаркеты;Супермаркеты;700;9778018;Четверг Вечер;4;Вечер
16775;offline;Аптеки;Аптеки;900;9778018;Пятница Вечер;5;Вечер
16776;offline;Аптеки;Аптеки;200;9778018;Пятница Вечер;5;Вечер
16777;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;9778018;Пятница Вечер;5;Вечер
16778;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;100;9778018;Суббота Вечер;6;Вечер
16779;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;50;9778018;Суббота Вечер;6;Вечер
16780;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;100;9778018;Суббота День;6;День
16781;offline;Аптеки;Аптеки;100;9778018;Суббота Вечер;6;Вечер
16782;offline;Фастфуд;Фаст Фуд;60;9778018;Суббота День;6;День
16783;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;9778018;Суббота Вечер;6;Вечер
16784;offline;Фастфуд;Фаст Фуд;70;9778018;Суббота Утро;6;Утро
16785;online;Бакалейные магазины, супермаркеты;Супермаркеты;600;9778018;Суббота Утро;6;Утро
16786;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;9778018;Суббота Вечер;6;Вечер
16787;offline;Фастфуд;Фаст Фуд;400;9778018;Суббота День;6;День
16788;offline;Фастфуд;Фаст Фуд;100;9778018;Суббота День;6;День
16789;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9778018;Воскресенье День;7;День
16790;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9778018;Воскресенье День;7;День
16791;offline;Фастфуд;Фаст Фуд;500;9778018;Воскресенье День;7;День
16792;offline;Бакалейные магазины, супермаркеты;Супермаркеты;30;9778018;Воскресенье День;7;День
16793;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;9778018;Воскресенье День;7;День
16794;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9778018;Воскресенье День;7;День
16795;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;9778692;Вторник Вечер;2;Вечер
16796;online;Фастфуд;Фаст Фуд;500;9778692;Среда День;3;День
16797;online;Бакалейные магазины, супермаркеты;Супермаркеты;800;9778692;Четверг День;4;День
16798;offline;Табачные магазины;Разные товары;400;9778692;Пятница День;5;День
16799;online;Бакалейные магазины, супермаркеты;Супермаркеты;300;9778692;Пятница Утро;5;Утро
16800;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;1100;9778692;Суббота День;6;День
16801;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;9778692;Суббота День;6;День
16802;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;300;9778692;Суббота День;6;День
16803;online;Лимузины и такси;Транспорт;900;9778692;Суббота Вечер;6;Вечер
16804;online;Бакалейные магазины, супермаркеты;Супермаркеты;400;9778692;Суббота Утро;6;Утро
16805;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;9778692;Суббота Вечер;6;Вечер
16806;online;Бакалейные магазины, супермаркеты;Супермаркеты;300;9778692;Воскресенье День;7;День
16807;offline;Аптеки;Аптеки;300;9780234;Понедельник Вечер;1;Вечер
16808;offline;Фастфуд;Фаст Фуд;20;9780234;Понедельник Вечер;1;Вечер
16809;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;9780234;Понедельник Вечер;1;Вечер
16810;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;9780234;Понедельник Вечер;1;Вечер
16811;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9780234;Понедельник Вечер;1;Вечер
16812;offline;Фастфуд;Фаст Фуд;300;9780234;Понедельник Вечер;1;Вечер
16813;offline;Фастфуд;Фаст Фуд;800;9780234;Вторник Вечер;2;Вечер
16814;offline;Фастфуд;Фаст Фуд;800;9780234;Вторник День;2;День
16815;online;Агентства по аренде автомобилей;Аренда авто;300;9780234;Среда Утро;3;Утро
16816;offline;Фастфуд;Фаст Фуд;700;9780234;Среда Вечер;3;Вечер
16817;offline;Фастфуд;Фаст Фуд;1100;9780234;Среда Вечер;3;Вечер
16818;offline;Фастфуд;Фаст Фуд;1300;9780234;Четверг Вечер;4;Вечер
16819;offline;Бакалейные магазины, супермаркеты;Супермаркеты;6600;9780234;Четверг День;4;День
16820;offline;Фастфуд;Фаст Фуд;700;9780234;Пятница Вечер;5;Вечер
16821;offline;Фастфуд;Фаст Фуд;800;9780234;Пятница Ночь;5;Ночь
16822;offline;Фастфуд;Фаст Фуд;300;9780234;Пятница Вечер;5;Вечер
16823;offline;Бакалейные магазины, супермаркеты;Супермаркеты;3300;9780234;Суббота Вечер;6;Вечер
16824;offline;Фастфуд;Фаст Фуд;3100;9780234;Суббота Вечер;6;Вечер
16825;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2500;9780234;Суббота Вечер;6;Вечер
16826;online;Фастфуд;Фаст Фуд;900;9780234;Воскресенье Вечер;7;Вечер
16827;offline;Аптеки;Аптеки;20;9782617;Понедельник Вечер;1;Вечер
16828;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;9782617;Понедельник День;1;День
16829;offline;Фастфуд;Фаст Фуд;200;9782617;Понедельник День;1;День
16830;offline;Фастфуд;Фаст Фуд;200;9782617;Понедельник День;1;День
16831;offline;Фастфуд;Фаст Фуд;200;9782617;Вторник День;2;День
16832;offline;Фастфуд;Фаст Фуд;200;9782617;Вторник День;2;День
16833;offline;Места общественного питания, рестораны;Рестораны;400;9782617;Среда День;3;День
16834;offline;Бакалейные магазины, супермаркеты;Супермаркеты;70;9782617;Четверг Вечер;4;Вечер
16835;offline;Бакалейные магазины, супермаркеты;Супермаркеты;800;9782617;Четверг День;4;День
16836;offline;Фастфуд;Фаст Фуд;200;9782617;Четверг День;4;День
16837;offline;Аптеки;Аптеки;70;9782617;Пятница День;5;День
16838;offline;Фастфуд;Фаст Фуд;100;9782617;Пятница День;5;День
16839;offline;Фастфуд;Фаст Фуд;100;9782617;Пятница День;5;День
16840;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;9782617;Воскресенье Вечер;7;Вечер
16841;offline;Фастфуд;Фаст Фуд;700;9782617;Воскресенье Вечер;7;Вечер
16842;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;9782617;Воскресенье День;7;День
16843;online;Агентства по аренде автомобилей;Аренда авто;700;9792401;Понедельник Ночь;1;Ночь
16844;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;40;9792401;Понедельник Утро;1;Утро
16845;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;9792401;Понедельник Вечер;1;Вечер
16846;offline;Фастфуд;Фаст Фуд;300;9792401;Понедельник Вечер;1;Вечер
16847;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;9792401;Понедельник День;1;День
16848;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9792401;Понедельник День;1;День
16849;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;9792401;Понедельник Вечер;1;Вечер
16850;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;700;9792401;Вторник Вечер;2;Вечер
16851;online;Фастфуд;Фаст Фуд;900;9792401;Вторник День;2;День
16852;offline;Фастфуд;Фаст Фуд;500;9792401;Вторник Вечер;2;Вечер
16853;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;9792401;Вторник Вечер;2;Вечер
16854;online;Лимузины и такси;Транспорт;100;9792401;Среда Вечер;3;Вечер
16855;offline;Места общественного питания, рестораны;Рестораны;1700;9792401;Среда Вечер;3;Вечер
16856;online;Бакалейные магазины, супермаркеты;Супермаркеты;800;9792401;Среда Утро;3;Утро
16857;online;Лимузины и такси;Транспорт;300;9792401;Четверг Вечер;4;Вечер
16858;online;Лимузины и такси;Транспорт;300;9792401;Четверг Утро;4;Утро
16859;online;Лимузины и такси;Транспорт;200;9792401;Четверг День;4;День
16860;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;400;9792401;Пятница Вечер;5;Вечер
16861;offline;Фастфуд;Фаст Фуд;60;9792401;Пятница Ночь;5;Ночь
16862;offline;Фастфуд;Фаст Фуд;60;9792401;Пятница Вечер;5;Вечер
16863;offline;Фастфуд;Фаст Фуд;80;9792401;Пятница Ночь;5;Ночь
16864;offline;Фастфуд;Фаст Фуд;1100;9792401;Пятница Вечер;5;Вечер
16865;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1100;9792401;Пятница Вечер;5;Вечер
16866;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;500;9792401;Суббота Ночь;6;Ночь
16867;offline;Фастфуд;Фаст Фуд;1000;9792401;Суббота Ночь;6;Ночь
16868;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9792401;Суббота День;6;День
16869;offline;Фастфуд;Фаст Фуд;100;9792401;Суббота День;6;День
16870;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;9792401;Суббота Вечер;6;Вечер
16871;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;9792401;Воскресенье День;7;День
16872;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;500;9792401;Воскресенье Ночь;7;Ночь
16873;offline;Фастфуд;Фаст Фуд;100;9792401;Воскресенье День;7;День
16874;online;Бакалейные магазины, супермаркеты;Супермаркеты;600;9792401;Воскресенье Утро;7;Утро
16875;offline;Фастфуд;Фаст Фуд;1200;9792401;Воскресенье Ночь;7;Ночь
16876;online;Услуги отдыха — нигде более не классифицированные;Развлечения;90;9819057;Понедельник Вечер;1;Вечер
16877;offline;Фастфуд;Фаст Фуд;1300;9819057;Понедельник Вечер;1;Вечер
16878;offline;Фастфуд;Фаст Фуд;700;9819057;Понедельник День;1;День
16879;offline;Места общественного питания, рестораны;Рестораны;300;9819057;Вторник Ночь;2;Ночь
16880;online;Лимузины и такси;Транспорт;20;9819057;Вторник Вечер;2;Вечер
16881;online;Лимузины и такси;Транспорт;500;9819057;Вторник Вечер;2;Вечер
16882;offline;Фастфуд;Фаст Фуд;600;9819057;Вторник Вечер;2;Вечер
16883;online;Фастфуд;Фаст Фуд;70;9819057;Среда Утро;3;Утро
16884;online;Лимузины и такси;Транспорт;500;9819057;Среда Ночь;3;Ночь
16885;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2100;9819057;Среда Вечер;3;Вечер
16886;online;Лимузины и такси;Транспорт;20;9819057;Среда Ночь;3;Ночь
16887;online;Услуги отдыха — нигде более не классифицированные;Развлечения;100;9819057;Четверг Вечер;4;Вечер
16888;offline;Фастфуд;Фаст Фуд;800;9819057;Четверг День;4;День
16889;online;Места общественного питания, рестораны;Рестораны;3000;9819057;Пятница День;5;День
16890;offline;Фастфуд;Фаст Фуд;300;9819057;Пятница День;5;День
16891;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2100;9819057;Пятница Вечер;5;Вечер
16892;offline;Фастфуд;Фаст Фуд;60;9819057;Пятница День;5;День
16893;online;Бакалейные магазины, супермаркеты;Супермаркеты;1700;9819057;Суббота Утро;6;Утро
16894;online;Бакалейные магазины, супермаркеты;Супермаркеты;100;9819057;Суббота Утро;6;Утро
16895;online;Бакалейные магазины, супермаркеты;Супермаркеты;10;9819057;Суббота Утро;6;Утро
16896;online;Кинотеатры;Кино;800;9819057;Воскресенье День;7;День
16897;offline;Фастфуд;Фаст Фуд;300;9819057;Воскресенье День;7;День
16898;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;100;9819057;Воскресенье День;7;День
16899;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;2900;9819057;Воскресенье День;7;День
16900;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;9819057;Воскресенье Вечер;7;Вечер
16901;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;100;9819057;Воскресенье День;7;День
16902;offline;Фастфуд;Фаст Фуд;900;9819057;Воскресенье День;7;День
16903;offline;Фастфуд;Фаст Фуд;200;9819057;Воскресенье День;7;День
16904;offline;Фастфуд;Фаст Фуд;1300;9819057;Воскресенье День;7;День
16905;online;Бакалейные магазины, супермаркеты;Супермаркеты;1000;9819057;Воскресенье Вечер;7;Вечер
16906;online;Агентства по аренде автомобилей;Аренда авто;100;9819138;Вторник Вечер;2;Вечер
16907;offline;Места общественного питания, рестораны;Рестораны;400;9820510;Понедельник День;1;День
16908;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;500;9820510;Понедельник Утро;1;Утро
16909;offline;Фастфуд;Фаст Фуд;200;9820510;Понедельник Утро;1;Утро
16910;offline;Универмаги;Разные товары;300;9820510;Понедельник Вечер;1;Вечер
16911;offline;Места общественного питания, рестораны;Рестораны;300;9820510;Вторник День;2;День
16912;offline;Фастфуд;Фаст Фуд;100;9820510;Вторник Утро;2;Утро
16913;offline;Места общественного питания, рестораны;Рестораны;400;9820510;Среда День;3;День
16914;offline;Универмаги;Разные товары;200;9820510;Среда Вечер;3;Вечер
16915;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;500;9820510;Среда Вечер;3;Вечер
16916;offline;Фастфуд;Фаст Фуд;100;9820510;Среда Утро;3;Утро
16917;offline;Места общественного питания, рестораны;Рестораны;300;9820510;Четверг День;4;День
16918;offline;Фастфуд;Фаст Фуд;200;9820510;Четверг Утро;4;Утро
16919;offline;Универмаги;Разные товары;200;9820510;Пятница Вечер;5;Вечер
16920;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;300;9820510;Пятница Вечер;5;Вечер
16921;offline;Фастфуд;Фаст Фуд;100;9820510;Пятница Утро;5;Утро
16922;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;1100;9820510;Суббота День;6;День
16923;offline;Бакалейные магазины, супермаркеты;Супермаркеты;6;9820510;Суббота Вечер;6;Вечер
16924;offline;Фастфуд;Фаст Фуд;600;9820510;Суббота День;6;День
16925;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;9820510;Суббота Вечер;6;Вечер
16926;offline;Товары для дома;Дом/Ремонт;700;9820510;Воскресенье Вечер;7;Вечер
16927;offline;Одежда для всей семьи;Одежда/Обувь;1300;9820510;Воскресенье День;7;День
16928;online;Фастфуд;Фаст Фуд;300;9820510;Воскресенье Вечер;7;Вечер
16929;offline;Фастфуд;Фаст Фуд;2800;9820510;Воскресенье Вечер;7;Вечер
16930;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1800;9820510;Воскресенье День;7;День
16931;offline;Места общественного питания, рестораны;Рестораны;200;9827383;Понедельник День;1;День
16932;online;Фастфуд;Фаст Фуд;1500;9827383;Понедельник Вечер;1;Вечер
16933;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1100;9827383;Понедельник Вечер;1;Вечер
16934;offline;Фастфуд;Фаст Фуд;400;9827383;Вторник День;2;День
16935;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1000;9827383;Вторник Вечер;2;Вечер
16936;online;Фастфуд;Фаст Фуд;1100;9827383;Вторник Вечер;2;Вечер
16937;offline;Фастфуд;Фаст Фуд;300;9827383;Среда День;3;День
16938;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1200;9827383;Среда Вечер;3;Вечер
16939;online;Фастфуд;Фаст Фуд;1200;9827383;Среда Вечер;3;Вечер
16940;offline;Бакалейные магазины, супермаркеты;Супермаркеты;20;9827383;Четверг День;4;День
16941;offline;Фастфуд;Фаст Фуд;300;9827383;Четверг День;4;День
16942;online;Фастфуд;Фаст Фуд;800;9827383;Четверг Вечер;4;Вечер
16943;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1300;9827383;Четверг Вечер;4;Вечер
16944;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;1100;9827383;Пятница Вечер;5;Вечер
16945;offline;Фастфуд;Фаст Фуд;100;9827383;Пятница День;5;День
16946;online;Фастфуд;Фаст Фуд;1400;9827383;Пятница Вечер;5;Вечер
16947;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;900;9827383;Суббота День;6;День
16948;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;9827383;Суббота День;6;День
16949;online;Фастфуд;Фаст Фуд;1700;9827383;Суббота Вечер;6;Вечер
16950;offline;Бакалейные магазины, супермаркеты;Супермаркеты;700;9827383;Суббота День;6;День
16951;offline;Фастфуд;Фаст Фуд;100;9827383;Воскресенье Утро;7;Утро
16952;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1200;9827383;Воскресенье Вечер;7;Вечер
16953;online;Фастфуд;Фаст Фуд;800;9827383;Воскресенье Вечер;7;Вечер
16954;online;Фастфуд;Фаст Фуд;200;9827383;Воскресенье День;7;День
16955;online;Фастфуд;Фаст Фуд;800;9827383;Воскресенье Вечер;7;Вечер
16956;offline;Фастфуд;Фаст Фуд;2200;9827383;Воскресенье День;7;День
16957;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;9827383;Воскресенье Вечер;7;Вечер
16958;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;200;9841466;Понедельник День;1;День
16959;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;70;9841466;Понедельник Утро;1;Утро
16960;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;400;9841466;Вторник День;2;День
16961;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;1800;9841466;Среда Вечер;3;Вечер
16962;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;200;9841466;Среда Вечер;3;Вечер
16963;offline;Табачные магазины;Разные товары;200;9841466;Среда Вечер;3;Вечер
16964;offline;Аптеки;Аптеки;100;9841466;Среда Вечер;3;Вечер
16965;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;300;9841466;Среда Вечер;3;Вечер
16966;online;Услуги отдыха — нигде более не классифицированные;Развлечения;1100;9841466;Четверг День;4;День
16967;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;9841466;Четверг День;4;День
16968;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1500;9841466;Четверг Вечер;4;Вечер
16969;offline;Бакалейные магазины, супермаркеты;Супермаркеты;90;9841466;Четверг День;4;День
16970;offline;Табачные магазины;Разные товары;200;9841466;Пятница День;5;День
16971;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;9841466;Пятница День;5;День
16972;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;9841466;Суббота Вечер;6;Вечер
16973;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;9841466;Суббота День;6;День
16974;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1400;9841466;Суббота Вечер;6;Вечер
16975;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;300;9841466;Воскресенье День;7;День
16976;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;9841466;Воскресенье Вечер;7;Вечер
16977;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;1100;9841466;Воскресенье День;7;День
16978;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;80;9841466;Воскресенье День;7;День
16979;online;Лимузины и такси;Транспорт;200;9841466;Воскресенье День;7;День
16980;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1200;9841466;Воскресенье Вечер;7;Вечер
16981;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9841466;Воскресенье Вечер;7;Вечер
16982;offline;Автобусные линии;Транспорт;100;9842800;Понедельник Утро;1;Утро
16983;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;9842800;Понедельник Утро;1;Утро
16984;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9842800;Понедельник Вечер;1;Вечер
16985;offline;Места общественного питания, рестораны;Рестораны;200;9842800;Вторник День;2;День
16986;offline;Места общественного питания, рестораны;Рестораны;400;9842800;Вторник Вечер;2;Вечер
16987;offline;Места общественного питания, рестораны;Рестораны;800;9842800;Вторник Вечер;2;Вечер
16988;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;9842800;Вторник Утро;2;Утро
16989;offline;Фастфуд;Фаст Фуд;200;9842800;Вторник Утро;2;Утро
16990;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9842800;Вторник Утро;2;Утро
16991;offline;Фастфуд;Фаст Фуд;200;9842800;Вторник День;2;День
16992;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;9842800;Среда День;3;День
16993;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;9842800;Среда День;3;День
16994;online;Лимузины и такси;Транспорт;600;9842800;Среда Ночь;3;Ночь
16995;offline;Фастфуд;Фаст Фуд;200;9842800;Среда Утро;3;Утро
16996;offline;Фастфуд;Фаст Фуд;800;9842800;Четверг Вечер;4;Вечер
16997;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;9842800;Четверг Вечер;4;Вечер
16998;offline;Фастфуд;Фаст Фуд;700;9842800;Четверг Вечер;4;Вечер
16999;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;9842800;Пятница День;5;День
17000;offline;Фастфуд;Фаст Фуд;600;9842800;Пятница Вечер;5;Вечер
17001;online;Лимузины и такси;Транспорт;300;9842800;Пятница Вечер;5;Вечер
17002;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;9842800;Пятница Вечер;5;Вечер
17003;online;Лимузины и такси;Транспорт;100;9842800;Пятница Вечер;5;Вечер
17004;online;Фастфуд;Фаст Фуд;900;9842800;Пятница Вечер;5;Вечер
17005;online;Бакалейные магазины, супермаркеты;Супермаркеты;600;9842800;Суббота Вечер;6;Вечер
17006;offline;Фастфуд;Фаст Фуд;600;9842800;Воскресенье Утро;7;Утро
17007;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;300;9850180;Понедельник Вечер;1;Вечер
17008;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;200;9850180;Вторник Утро;2;Утро
17009;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;100;9850180;Вторник Ночь;2;Ночь
17010;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;300;9850180;Вторник Вечер;2;Вечер
17011;online;Фастфуд;Фаст Фуд;400;9850180;Вторник Вечер;2;Вечер
17012;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;400;9850180;Среда Вечер;3;Вечер
